Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Zverev A.,Nadal R.,9,24,3195,1655,1.3,3.5,4-6 6-3 6-7 6-3 6-2 
Australian Open,2017-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Federer R.,Federer R.,5,17,5010,1980,2.2,1.66,7-6 4-6 1-6 6-4 3-6 
Australian Open,2017-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Monfils G.,Nadal R.,9,6,3195,3625,1.4,3.0,6-3 6-3 4-6 6-4  
Australian Open,2017-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev M.,Federer R.,Federer R.,50,17,894,1980,8.0,1.08,1-6 5-7 2-6   
Australian Open,2017-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Raonic M.,Nadal R.,9,3,3195,5290,1.66,2.2,6-4 7-6 6-4   
Australian Open,2017-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Federer R.,Federer R.,4,17,5155,1980,2.5,1.53,5-7 3-6 6-1 6-4 3-6 
Australian Open,2017-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Dimitrov G.,Nadal R.,9,15,3195,2135,1.36,3.25,6-3 5-7 7-6 6-7 6-4 
Australian Open,2017-01-29,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Federer R.,Federer R.,9,17,3195,1980,1.72,2.2,4-6 6-3 1-6 6-3 3-6 
Abierto Mexicano,2017-03-01,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,Klizan M.,Djokovic N.,2,62,9735,775,1.07,9.0,6-3 7-6    
Abierto Mexicano,2017-03-01,ATP500,Outdoor,Hard,1st Round,3,Zverev M.,Nadal R.,Nadal R.,30,6,1216,4115,8.0,1.08,4-6 3-6    
Abierto Mexicano,2017-03-02,ATP500,Outdoor,Hard,2nd Round,3,Nadal R.,Lorenzi P.,Nadal R.,6,38,4115,1052,1.01,19.0,6-1 6-1    
Abierto Mexicano,2017-03-02,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Djokovic N.,Djokovic N.,32,2,1110,9735,3.75,1.25,6-4 4-6 4-6   
Abierto Mexicano,2017-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Nadal R.,Nishioka Y.,Nadal R.,6,86,4115,621,1.04,13.0,7-6 6-3    
Abierto Mexicano,2017-03-03,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Kyrgios N.,Kyrgios N.,2,17,9735,2075,1.33,3.25,6-7 5-7    
Abierto Mexicano,2017-03-04,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,Cilic M.,Nadal R.,6,8,4115,3410,1.28,3.75,6-1 6-2    
Abierto Mexicano,2017-03-05,ATP500,Outdoor,Hard,The Final,3,Nadal R.,Querrey S.,Querrey S.,6,40,4115,1000,1.16,5.0,3-6 6-7    
Dubai Tennis Championships,2017-02-27,ATP500,Outdoor,Hard,1st Round,3,Federer R.,Paire B.,Federer R.,10,39,3260,1040,1.08,8.0,6-1 6-3    
Dubai Tennis Championships,2017-03-01,ATP500,Outdoor,Hard,2nd Round,3,Federer R.,Donskoy E.,Donskoy E.,10,116,3260,493,1.03,15.0,6-3 6-7 6-7   
BNP Paribas Open,2017-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Pella G.,Nadal R.,6,145,4415,395,1.04,13.0,6-3 6-2    
BNP Paribas Open,2017-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Edmund K.,Djokovic N.,Djokovic N.,46,2,933,9825,9.0,1.07,4-6 6-7    
BNP Paribas Open,2017-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Robert S.,Federer R.,10,81,3305,660,1.02,17.0,6-2 6-1    
BNP Paribas Open,2017-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Verdasco F.,Nadal R.,Nadal R.,29,6,1325,4415,4.5,1.2,3-6 5-7    
BNP Paribas Open,2017-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Johnson S.,Federer R.,10,27,3305,1415,1.11,6.5,7-6 7-6    
BNP Paribas Open,2017-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Djokovic N.,Djokovic N.,35,2,1155,9825,3.25,1.36,5-7 6-4 1-6   
BNP Paribas Open,2017-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Kyrgios N.,Djokovic N.,Kyrgios N.,16,2,2255,9825,3.0,1.4,6-4 7-6    
BNP Paribas Open,2017-03-16,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Federer R.,Federer R.,6,10,4415,3305,1.61,2.25,2-6 3-6    
BNP Paribas Open,2017-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Sock J.,Federer R.,10,18,3305,2060,1.25,4.0,6-1 7-6    
BNP Paribas Open,2017-03-19,Masters 1000,Outdoor,Hard,The Final,3,Wawrinka S.,Federer R.,Federer R.,3,10,5195,3305,3.25,1.36,4-6 5-7    
Sony Ericsson Open,2017-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Sela D.,Nadal R.,7,83,4145,663,1.05,11.0,6-3 6-4    
Sony Ericsson Open,2017-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Federer R.,Federer R.,101,6,586,4305,11.0,1.05,6-7 3-6    
Sony Ericsson Open,2017-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Kohlschreiber P.,Nadal R.,7,31,4145,1270,1.14,5.5,0-6 6-2 6-3   
Sony Ericsson Open,2017-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Federer R.,Federer R.,34,6,1175,4305,3.25,1.36,3-6 4-6    
Sony Ericsson Open,2017-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Mahut N.,Nadal R.,7,55,4145,855,1.08,8.0,6-4 7-6    
Sony Ericsson Open,2017-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Bautista Agut R.,Federer R.,Federer R.,18,6,2190,4305,7.0,1.1,6-7 6-7    
Sony Ericsson Open,2017-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Sock J.,Nadal R.,7,17,4145,2375,1.4,3.0,6-2 6-3    
Sony Ericsson Open,2017-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Berdych T.,Federer R.,Federer R.,14,6,2790,4305,5.0,1.16,2-6 6-3 6-7   
Sony Ericsson Open,2017-03-31,Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Fognini F.,Nadal R.,7,40,4145,1025,1.16,5.0,6-1 7-5    
Sony Ericsson Open,2017-04-01,Masters 1000,Outdoor,Hard,Semifinals,3,Kyrgios N.,Federer R.,Federer R.,16,6,2425,4305,2.5,1.53,6-7 7-6 6-7   
Sony Ericsson Open,2017-01-02,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Nadal R.,Federer R.,6,7,4305,4145,1.66,2.2,6-3 6-4    
Monte Carlo Masters,2017-04-18,Masters 1000,Outdoor,Clay,2nd Round,3,Simon G.,Djokovic N.,Djokovic N.,32,2,1255,7905,8.0,1.08,3-6 6-3 5-7   
Monte Carlo Masters,2017-04-19,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Edmund K.,Nadal R.,7,45,3735,933,1.05,11.0,6-0 5-7 6-3   
Monte Carlo Masters,2017-04-20,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Nadal R.,Nadal R.,20,7,2005,3735,3.25,1.36,1-6 1-6    
Monte Carlo Masters,2017-04-20,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Carreno Busta P.,Djokovic N.,2,19,7905,2025,1.12,6.0,6-2 4-6 6-4   
Monte Carlo Masters,2017-04-21,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Goffin D.,Goffin D.,2,13,7905,2705,1.33,3.4,2-6 6-3 5-7   
Monte Carlo Masters,2017-04-21,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Schwartzman D.,Nadal R.,7,41,3735,982,1.07,9.0,6-4 6-4    
Monte Carlo Masters,2017-04-22,Masters 1000,Outdoor,Clay,Semifinals,3,Goffin D.,Nadal R.,Nadal R.,13,7,2705,3735,4.0,1.25,3-6 1-6    
Monte Carlo Masters,2017-04-23,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Ramos-Vinolas A.,Nadal R.,7,24,3735,1625,1.1,7.0,6-1 6-3    
Open Banco Sabadell ,2017-04-26,ATP500,Outdoor,Clay,2nd Round,3,Dutra Silva R.,Nadal R.,Nadal R.,402,5,106,4235,26.0,1.01,1-6 2-6    
Open Banco Sabadell ,2017-04-27,ATP500,Outdoor,Clay,3rd Round,3,Nadal R.,Anderson K.,Nadal R.,5,66,4235,730,1.05,11.0,6-3 6-4    
Open Banco Sabadell ,2017-04-28,ATP500,Outdoor,Clay,Quarterfinals,3,Chung H.,Nadal R.,Nadal R.,94,5,579,4235,15.0,1.03,6-7 2-6    
Open Banco Sabadell ,2017-04-29,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,Zeballos H.,Nadal R.,5,84,4235,634,1.03,15.0,6-3 6-4    
Open Banco Sabadell ,2017-04-30,ATP500,Outdoor,Clay,The Final,3,Thiem D.,Nadal R.,Nadal R.,9,5,3385,4235,4.0,1.25,4-6 1-6    
Mutua Madrid Open,2017-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Almagro N.,Djokovic N.,2,76,7085,675,1.14,5.5,6-1 4-6 7-5   
Mutua Madrid Open,2017-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Fognini F.,Nadal R.,Nadal R.,29,5,1235,4375,8.0,1.08,6-7 6-3 4-6   
Mutua Madrid Open,2017-05-11,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Lopez F.,Djokovic N.,2,38,7085,1045,1.14,5.5,6-4 7-5    
Mutua Madrid Open,2017-05-11,Masters 1000,Outdoor,Clay,3rd Round,3,Kyrgios N.,Nadal R.,Nadal R.,20,5,2155,4375,3.0,1.4,3-6 1-6    
Mutua Madrid Open,2017-05-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Goffin D.,Nadal R.,5,10,4375,3055,1.14,5.5,7-6 6-2    
Mutua Madrid Open,2017-05-13,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Nadal R.,Nadal R.,2,5,7085,4375,2.75,1.44,2-6 4-6    
Mutua Madrid Open,2017-05-14,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Thiem D.,Nadal R.,5,9,4375,3615,1.14,5.5,7-6 6-4    
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Bedene A.,Djokovic N.,Djokovic N.,55,2,848,6845,6.5,1.11,6-7 2-6    
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Bautista Agut R.,Djokovic N.,2,20,6845,2110,1.22,4.33,6-4 6-4    
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Outdoor,Clay,3rd Round,3,Sock J.,Nadal R.,Nadal R.,14,4,2370,5195,11.0,1.04,3-6 4-6    
Internazionali BNL d'Italia,2017-05-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Thiem D.,Nadal R.,Thiem D.,7,4,4035,5195,6.0,1.12,6-4 6-3    
Internazionali BNL d'Italia,2017-05-20,Masters 1000,Outdoor,Clay,Quarterfinals,3,Del Potro J.M.,Djokovic N.,Djokovic N.,34,2,1125,6845,2.75,1.44,1-6 4-6    
Internazionali BNL d'Italia,2017-05-20,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Thiem D.,Djokovic N.,2,7,6845,4035,1.57,2.37,6-1 6-0    
Internazionali BNL d'Italia,2017-05-21,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Zverev A.,Zverev A.,2,17,6845,2300,1.16,5.0,4-6 3-6    
French Open,2017-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Granollers M.,Djokovic N.,2,77,7445,675,1.01,21.0,6-3 6-4 6-2   
French Open,2017-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Paire B.,Nadal R.,Nadal R.,45,4,950,5375,21.0,1.01,1-6 4-6 1-6   
French Open,2017-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Sousa J.,Djokovic N.,2,59,7445,830,1.01,21.0,6-1 6-4 6-3   
French Open,2017-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Haase R.,Nadal R.,Nadal R.,46,4,948,5375,21.0,1.01,1-6 4-6 3-6   
French Open,2017-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Basilashvili N.,Nadal R.,4,63,5375,811,1.01,26.0,6-0 6-1 6-0   
French Open,2017-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Schwartzman D.,Djokovic N.,Djokovic N.,41,2,1005,7445,11.0,1.05,7-5 3-6 6-3 1-6 1-6 
French Open,2017-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Bautista Agut R.,Nadal R.,4,18,5375,2155,1.02,19.0,6-1 6-2 6-2   
French Open,2017-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,20,2,2065,7445,7.0,1.1,6-7 1-6 3-6   
French Open,2017-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Djokovic N.,Thiem D.,7,2,4145,7445,2.75,1.44,7-6 6-3 6-0   
French Open,2017-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Carreno Busta P.,Nadal R.,Nadal R.,21,4,2045,5375,19.0,1.02,2-6 0-2    
French Open,2017-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Thiem D.,Nadal R.,4,7,5375,4145,1.2,4.5,6-3 6-4 6-0   
French Open,2017-06-11,Grand Slam,Outdoor,Clay,The Final,5,Wawrinka S.,Nadal R.,Nadal R.,3,4,5695,5375,5.0,1.2,2-6 3-6 1-6   
Mercedes Cup,2017-06-14,ATP250,Outdoor,Grass,2nd Round,3,Haas T.,Federer R.,Haas T.,302,5,160,4945,8.0,1.08,2-6 7-6 6-4   
Gerry Weber Open,2017-06-20,ATP500,Outdoor,Grass,1st Round,3,Sugita Y.,Federer R.,Federer R.,66,5,723,4765,10.0,1.06,3-6 1-6    
Gerry Weber Open,2017-06-22,ATP500,Outdoor,Grass,2nd Round,3,Federer R.,Zverev M.,Federer R.,5,29,4765,1371,1.12,6.0,7-6 6-4    
Gerry Weber Open,2017-06-23,ATP500,Outdoor,Grass,Quarterfinals,3,Mayer F.,Federer R.,Federer R.,134,5,410,4765,8.0,1.08,3-6 4-6    
Gerry Weber Open,2017-06-24,ATP500,Outdoor,Grass,Semifinals,3,Federer R.,Khachanov K.,Federer R.,5,38,4765,1005,1.07,9.0,6-4 7-6    
Gerry Weber Open,2017-06-25,ATP500,Outdoor,Grass,The Final,3,Zverev A.,Federer R.,Federer R.,12,5,2860,4765,2.75,1.44,1-6 3-6    
AEGON International,2017-06-28,ATP250,Outdoor,Grass,2nd Round,3,Djokovic N.,Pospisil V.,Djokovic N.,4,75,5805,671,1.18,4.5,6-4 6-3    
AEGON International,2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Young D.,Djokovic N.,Djokovic N.,47,4,935,5805,7.0,1.1,2-6 6-7    
AEGON International,2017-06-30,ATP250,Outdoor,Grass,Semifinals,3,Djokovic N.,Medvedev D.,Djokovic N.,4,52,5805,864,1.12,6.0,6-4 6-4    
AEGON International,2017-07-01,ATP250,Outdoor,Grass,The Final,3,Monfils G.,Djokovic N.,Djokovic N.,16,4,2545,5805,5.0,1.16,3-6 4-6    
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Millman J.,Nadal R.,2,137,7285,414,1.04,13.0,6-1 6-3 6-2   
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Klizan M.,Djokovic N.,Djokovic N.,47,4,954,6055,15.0,1.03,3-6 0-2    
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Dolgopolov O.,Federer R.,5,84,5265,631,1.02,19.0,6-3 3-0    
Wimbledon,2017-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Young D.,Nadal R.,Nadal R.,43,2,970,7285,11.0,1.05,4-6 2-6 5-7   
Wimbledon,2017-07-06,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Pavlasek A.,Djokovic N.,4,136,6055,415,1.01,26.0,6-2 6-2 6-1   
Wimbledon,2017-07-06,Grand Slam,Outdoor,Grass,2nd Round,5,Lajovic D.,Federer R.,Federer R.,79,5,661,5265,26.0,1.01,6-7 3-6 2-6   
Wimbledon,2017-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Khachanov K.,Nadal R.,2,34,7285,1176,1.06,10.0,6-1 6-4 7-6   
Wimbledon,2017-07-08,Grand Slam,Outdoor,Grass,3rd Round,5,Gulbis E.,Djokovic N.,Djokovic N.,589,4,50,6055,9.0,1.07,4-6 1-6 6-7   
Wimbledon,2017-07-08,Grand Slam,Outdoor,Grass,3rd Round,3,Federer R.,Zverev M.,Federer R.,5,30,5265,1396,1.03,15.0,7-6 6-4 6-4   
Wimbledon,2017-07-10,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Muller G.,Muller G.,2,26,7285,1675,1.11,6.5,3-6 4-6 6-3 6-4 13-15 
Wimbledon,2017-07-10,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Dimitrov G.,Federer R.,5,11,5265,3070,1.14,5.5,6-4 6-2 6-4   
Wimbledon,2017-07-11,Grand Slam,Outdoor,Grass,4th Round,5,Mannarino A.,Djokovic N.,Djokovic N.,51,4,896,6055,15.0,1.03,2-6 6-7 4-6   
Wimbledon,2017-07-12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Raonic M.,Federer R.,5,7,5265,4150,1.2,4.5,6-4 6-2 7-6   
Wimbledon,2017-07-12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Berdych T.,Berdych T.,4,15,6055,2570,1.25,4.0,6-7 0-2    
Wimbledon,2017-07-14,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Berdych T.,Federer R.,5,15,5265,2570,1.1,7.0,7-6 7-6 6-4   
Wimbledon,2017-07-16,Grand Slam,Outdoor,Grass,The Final,5,Cilic M.,Federer R.,Federer R.,6,5,4235,5265,4.5,1.22,3-6 1-6 4-6   
Rogers Masters,2017-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Polansky P.,Federer R.,3,116,6545,488,1.03,15.0,6-2 6-1    
Rogers Masters,2017-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Nadal R.,Nadal R.,55,2,876,7465,6.0,1.12,1-6 2-6    
Rogers Masters,2017-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Ferrer D.,Federer R.,3,33,6545,1255,1.06,10.0,4-6 6-4 6-2   
Rogers Masters,2017-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Shapovalov D.,Shapovalov D.,2,143,7465,394,1.06,10.0,6-3 4-6 6-7   
Rogers Masters,2017-08-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Bautista Agut R.,Federer R.,3,16,6545,2335,1.11,6.5,6-4 6-4    
Rogers Masters,2017-08-12,Masters 1000,Outdoor,Hard,Semifinals,3,Haase R.,Federer R.,Federer R.,52,3,888,6545,10.0,1.06,3-6 6-7    
Rogers Masters,2017-08-13,Masters 1000,Outdoor,Hard,The Final,3,Zverev A.,Federer R.,Zverev A.,8,3,3560,6545,3.5,1.3,6-3 6-4    
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Nadal R.,Nadal R.,29,2,1390,7555,6.0,1.12,3-6 4-6    
Western & Southern Financial Group Masters,2017-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Ramos-Vinolas A.,Nadal R.,2,24,7555,1735,1.06,9.0,7-6 6-2    
Western & Southern Financial Group Masters,2017-08-19,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Kyrgios N.,Kyrgios N.,2,23,7555,1770,1.44,2.75,2-6 5-7    
US Open,2017-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Lajovic D.,Nadal R.,1,85,7645,637,1.02,19.0,7-6 6-2 6-2   
US Open,2017-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Federer R.,Federer R.,70,3,705,7145,15.0,1.03,6-4 2-6 1-6 6-1 4-6 
US Open,2017-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Youzhny M.,Federer R.,3,101,7145,541,1.03,15.0,6-1 6-7 4-6 6-4 6-2 
US Open,2017-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Daniel T.,Nadal R.,Nadal R.,121,1,465,7645,21.0,1.01,6-4 3-6 2-6 2-6  
US Open,2017-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Mayer L.,Nadal R.,1,59,7645,815,1.08,8.0,6-7 6-3 6-1 6-4  
US Open,2017-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Federer R.,Federer R.,35,3,1250,7145,4.5,1.2,3-6 3-6 5-7   
US Open,2017-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Dolgopolov O.,Nadal R.,1,64,7645,751,1.12,6.0,6-2 6-4 6-1   
US Open,2017-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Kohlschreiber P.,Federer R.,Federer R.,37,3,1135,7145,8.0,1.08,4-6 2-6 5-7   
US Open,2017-09-06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Rublev A.,Nadal R.,1,53,7645,890,1.08,8.0,6-1 6-2 6-2   
US Open,2017-09-07,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Del Potro J.M.,Del Potro J.M.,3,28,7145,1460,1.16,5.0,5-7 6-3 6-7 4-6  
US Open,2017-09-09,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Del Potro J.M.,Nadal R.,1,28,7645,1460,1.36,3.25,4-6 6-0 6-3 6-2  
US Open,2017-09-10,Grand Slam,Outdoor,Hard,The Final,5,Anderson K.,Nadal R.,Nadal R.,32,1,1360,7645,6.5,1.12,3-6 3-6 4-6   
China Open,2017-10-03,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Pouille L.,Nadal R.,1,23,9465,1825,1.12,6.0,4-6 7-6 7-5   
China Open,2017-10-05,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Nadal R.,Nadal R.,42,1,1100,9465,7.0,1.1,3-6 3-6    
China Open,2017-10-06,ATP500,Outdoor,Hard,Quarterfinals,3,Nadal R.,Isner J.,Nadal R.,1,17,9465,2425,1.3,3.5,6-4 7-6    
China Open,2017-10-07,ATP500,Outdoor,Hard,Semifinals,3,Dimitrov G.,Nadal R.,Nadal R.,8,1,3575,9465,3.75,1.28,3-6 6-4 1-6   
China Open,2017-10-08,ATP500,Outdoor,Hard,The Final,3,Nadal R.,Kyrgios N.,Nadal R.,1,19,9465,2245,1.57,2.37,6-2 6-1    
Shanghai Masters,2017-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Donaldson J.,Nadal R.,Nadal R.,56,1,883,9875,9.0,1.07,2-6 1-6    
Shanghai Masters,2017-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Schwartzman D.,Federer R.,2,26,7505,1720,1.14,5.5,7-6 6-4    
Shanghai Masters,2017-10-12,Masters 1000,Outdoor,Hard,3rd Round,3,Fognini F.,Nadal R.,Nadal R.,28,1,1650,9875,7.0,1.1,3-6 1-6    
Shanghai Masters,2017-10-12,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Dolgopolov O.,Federer R.,2,41,7505,1116,1.11,6.5,6-4 6-2    
Shanghai Masters,2017-10-13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Nadal R.,Nadal R.,9,1,3455,9875,4.0,1.25,4-6 7-6 3-6   
Shanghai Masters,2017-10-13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Gasquet R.,Federer R.,2,31,7505,1410,1.06,10.0,7-5 6-4    
Shanghai Masters,2017-10-14,Masters 1000,Outdoor,Hard,Semifinals,3,Cilic M.,Nadal R.,Nadal R.,5,1,4155,9875,4.5,1.2,5-7 6-7    
Shanghai Masters,2017-10-14,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Del Potro J.M.,Federer R.,2,23,7505,1865,1.22,4.33,3-6 6-3 6-3   
Shanghai Masters,2017-10-15,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Federer R.,Federer R.,1,2,9875,7505,1.66,2.2,4-6 3-6    
Swiss Indoors,2017-10-24,ATP500,Indoor,Hard,1st Round,3,Federer R.,Tiafoe F.,Federer R.,2,76,8505,663,1.07,9.0,6-1 6-3    
Swiss Indoors,2017-10-26,ATP500,Indoor,Hard,2nd Round,3,Paire B.,Federer R.,Federer R.,40,2,1155,8505,11.0,1.05,1-6 3-6    
Swiss Indoors,2017-10-27,ATP500,Indoor,Hard,Quarterfinals,3,Federer R.,Mannarino A.,Federer R.,2,28,8505,1580,1.03,15.0,4-6 6-1 6-3   
Swiss Indoors,2017-10-28,ATP500,Indoor,Hard,Semifinals,3,Goffin D.,Federer R.,Federer R.,10,2,2840,8505,7.0,1.1,1-6 2-6    
Swiss Indoors,2017-10-29,ATP500,Indoor,Hard,The Final,3,Federer R.,Del Potro J.M.,Federer R.,2,19,8505,2225,1.22,4.33,6-7 6-4 6-3   
BNP Paribas Masters,2017-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Chung H.,Nadal R.,Nadal R.,55,1,889,10465,8.0,1.08,5-7 3-6    
BNP Paribas Masters,2017-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Nadal R.,Cuevas P.,Nadal R.,1,36,10465,1280,1.04,13.0,6-3 6-7 6-3   
Masters Cup,2017-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Sock J.,Federer R.,Federer R.,9,2,2765,9005,11.0,1.04,4-6 6-7    
Masters Cup,2017-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Goffin D.,Nadal R.,Goffin D.,8,1,2975,10645,4.0,1.25,7-6 6-7 6-4   
Masters Cup,2017-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Federer R.,Federer R.,3,2,4410,9005,4.33,1.22,6-7 7-5 1-6   
Masters Cup,2017-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Cilic M.,Federer R.,2,5,9005,3805,1.14,5.5,6-7 6-4 6-1   
Masters Cup,2017-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Federer R.,Goffin D.,Goffin D.,2,8,9005,2975,1.07,9.0,6-2 3-6 4-6   
Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Estrella Burgos V.,Nadal R.,1,79,10600,677,1.005,29.0,6-1 6-1 6-1   
